Quarter,Net Energy Generation in thousands of Kilowatt Hours,State
Q1 2009,86107.37153,TX
Q4 2008,88846.15255,TX
Q3 2008,115812.9413,TX
Q2 2008,105893.2875,TX
Q1 2008,94235.39966,TX
Q4 2007,96168.0786,TX
Q3 2007,118450.2654,TX
Q2 2007,98264.07081,TX
Q1 2007,92609.88071,TX
Q4 2006,91041.63382,TX
Q3 2006,120397.6394,TX
Q2 2006,104192.1485,TX
Q1 2006,84951.45606,TX
Q4 2005,90983.63775,TX
Q3 2005,119001.474,TX
Q2 2005,99371.10442,TX
Q1 2005,87312.506,TX
Q4 2004,93219.68607,TX
Q3 2004,112978.6358,TX
Q2 2004,96846.91878,TX
Q1 2004,87253.8917,TX
Q4 2003,86784.246,TX
Q3 2003,110222.505,TX
Q2 2003,95421.991,TX
Q1 2003,86770.942,TX
Q4 2002,86195.525,TX
Q3 2002,114987.259,TX
Q2 2002,97720.019,TX
Q1 2002,86725.737,TX
Q4 2001,82894.178,TX
Q3 2001,111788.407,TX
Q2 2001,93689.28,TX
Q1 2001,84208.14,TX
Q4 2019,10288.86683,CT
Q3 2019,11333.89914,CT
Q2 2019,8741.21664,CT
Q1 2019,9743.74491,CT
Q4 2018,9479.19264,CT
Q3 2018,10994.47209,CT
Q2 2018,9325.06264,CT
Q1 2018,9654.82416,CT
Q4 2017,8726.26054,CT
Q3 2017,9339.4727,CT
Q2 2017,7529.09397,CT
Q1 2017,8967.82669,CT
Q4 2016,9385.38132,CT
Q3 2016,9854.26302,CT
Q2 2016,8029.00728,CT
Q1 2016,9227.9083,CT
Q4 2015,8874.09793,CT
Q3 2015,9940.99619,CT
Q2 2015,8818.76321,CT
Q1 2015,9836.76494,CT
Q4 2014,7853.4033,CT
Q3 2014,9348.41893,CT
Q2 2014,7607.12139,CT
Q1 2014,8868.0368,CT
Q4 2013,8922.49577,CT
Q3 2013,9474.38338,CT
Q2 2013,7933.71274,CT
Q1 2013,9280.19742,CT
Q4 2012,8766.98353,CT
Q3 2012,10022.67011,CT
Q2 2012,8652.47014,CT
Q1 2012,8675.4201,CT
Q4 2011,7801.74001,CT
Q3 2011,9671.76793,CT
Q2 2011,7837.33575,CT
Q1 2011,8434.37693,CT
Q4 2010,8724.25742,CT
Q3 2010,9795.9811,CT
Q2 2010,7042.55958,CT
Q1 2010,7786.82521,CT
Q4 2009,7205.58879,CT
Q3 2009,8272.05181,CT
Q2 2009,7481.55903,CT
Q1 2009,8247.02242,CT
Q4 2008,7040.93866,CT
Q3 2008,8552.78833,CT
Q2 2008,6951.84269,CT
Q1 2008,7863.90297,CT
Q4 2007,7955.93698,CT
Q3 2007,9318.85551,CT
Q2 2007,7378.80742,CT
Q1 2007,8517.60932,CT
Q4 2006,7880.67957,CT
Q3 2006,9667.95048,CT
Q2 2006,8714.58473,CT
Q1 2006,8418.52139,CT
Q4 2005,7536.88145,CT
Q3 2005,9536.23953,CT
Q2 2005,7799.62994,CT
Q1 2005,8676.99588,CT
Q4 2004,7882.83957,CT
Q3 2004,9117.86354,CT
Q2 2004,7269.13933,CT
Q1 2004,8363.56527,CT
Q4 2003,6656.494,CT
Q3 2003,7973.929,CT
Q2 2003,7307.683,CT
Q1 2003,7606.942,CT
Q4 2002,7604.764,CT
Q3 2002,8562.534,CT
Q2 2002,7873.771,CT
Q1 2002,7270.15,CT
Q4 2001,7670.275,CT
Q3 2001,8353.918,CT
Q2 2001,7297.139,CT
Q1 2001,7169.313,CT
Q4 2019,10393.94653,WY
Q3 2019,10951.53769,WY
Q2 2019,8375.32059,WY
Q1 2019,11614.61116,WY
Q4 2018,12224.04866,WY
Q3 2018,12545.2813,WY
Q2 2018,9672.67948,WY
Q1 2018,11670.12651,WY
Q4 2017,11857.4324,WY
Q3 2017,13168.67084,WY
Q2 2017,9911.00222,WY
Q1 2017,11804.74049,WY
Q4 2016,12157.50092,WY
Q3 2016,12902.59274,WY
Q2 2016,9708.52672,WY
Q1 2016,11888.00976,WY
Q4 2015,12231.69144,WY
Q3 2015,12840.78667,WY
Q2 2015,11488.14312,WY
Q1 2015,12405.89787,WY
Q4 2014,12570.31293,WY
Q3 2014,12739.07317,WY
Q2 2014,11010.65158,WY
Q1 2014,13376.14569,WY
Q4 2013,13737.07836,WY
Q3 2013,13377.00935,WY
Q2 2013,11885.26328,WY
Q1 2013,13483.71441,WY
Q4 2012,13692.81075,WY
Q3 2012,12648.01656,WY
Q2 2012,10157.83428,WY
Q1 2012,13089.94463,WY
Q4 2011,12888.72219,WY
Q3 2011,12089.93865,WY
Q2 2011,10518.28828,WY
Q1 2011,12141.52173,WY
Q4 2010,12925.90249,WY
Q3 2010,12318.40663,WY
Q2 2010,10545.68333,WY
Q1 2010,12329.26139,WY
Q4 2009,12995.56217,WY
Q3 2009,11910.60252,WY
Q2 2009,8905.12297,WY
Q1 2009,12217.92481,WY
Q4 2008,11963.59648,WY
Q3 2008,12299.20228,WY
Q2 2008,10206.63593,WY
Q1 2008,12031.01364,WY
Q4 2007,11985.33941,WY
Q3 2007,12218.66208,WY
Q2 2007,10407.25528,WY
Q1 2007,11022.22962,WY
Q4 2006,11812.0877,WY
Q3 2006,12205.15301,WY
Q2 2006,9530.98675,WY
Q1 2006,11852.14239,WY
Q4 2005,11980.93424,WY
Q3 2005,12219.56153,WY
Q2 2005,10174.05887,WY
Q1 2005,11192.75234,WY
Q4 2004,11641.58214,WY
Q3 2004,11784.28976,WY
Q2 2004,9933.05125,WY
Q1 2004,11448.6813,WY
Q4 2003,11189.81,WY
Q3 2003,11252.093,WY
Q2 2003,9721.918,WY
Q1 2003,11462.781,WY
Q4 2002,11491.331,WY
Q3 2002,11520.544,WY
Q2 2002,9490.454,WY
Q1 2002,11281.51,WY
Q4 2001,11319.636,WY
Q3 2001,11014.193,WY
Q2 2001,10581.918,WY
Q1 2001,11861.191,WY
Q4 2019,47418.88173,CA
Q3 2019,60931.00888,CA
Q2 2019,50645.13969,CA
Q1 2019,46038.35587,CA
Q4 2018,45776.09881,CA
Q3 2018,60877.56767,CA
Q2 2018,48222.65016,CA
Q1 2018,40389.09154,CA
Q4 2017,45597.56726,CA
Q3 2017,62987.94096,CA
Q2 2017,51094.23826,CA
Q1 2017,46466.77343,CA
Q4 2016,46209.4225,CA
Q3 2016,60322.94151,CA
Q2 2016,48080.94471,CA
Q1 2016,42349.90666,CA
Q4 2015,46820.56,CA
Q3 2015,60256.34738,CA
Q2 2015,48730.34483,CA
Q1 2015,40896.60545,CA
Q4 2014,47367.78041,CA
Q3 2014,58906.89172,CA
Q2 2014,48404.06597,CA
Q1 2014,44128.88369,CA
Q4 2013,49076.84003,CA
Q3 2013,59075.39682,CA
Q2 2013,48235.22874,CA
Q1 2013,43689.64903,CA
Q4 2012,48106.64042,CA
Q3 2012,59082.71427,CA
Q2 2012,46836.01912,CA
Q1 2012,45493.19276,CA
Q4 2011,49281.02208,CA
Q3 2011,58460.07115,CA
Q2 2011,47175.17273,CA
Q1 2011,45888.57652,CA
Q4 2010,50042.60863,CA
Q3 2010,59112.02076,CA
Q2 2010,48110.50388,CA
Q1 2010,46860.46227,CA
Q4 2009,47532.39744,CA
Q3 2009,63778.46835,CA
Q2 2009,48768.19198,CA
Q1 2009,44697.07448,CA
Q4 2008,48153.37893,CA
Q3 2008,61289.71418,CA
Q2 2008,51089.36371,CA
Q1 2008,47451.80601,CA
Q4 2007,50823.87638,CA
Q3 2007,63977.39069,CA
Q2 2007,49580.15271,CA
Q1 2007,46466.16109,CA
Q4 2006,49785.84854,CA
Q3 2006,65007.73293,CA
Q2 2006,53695.23108,CA
Q1 2006,48309.87564,CA
Q4 2005,46723.12072,CA
Q3 2005,60145.40443,CA
Q2 2005,50161.13024,CA
Q1 2005,43263.16268,CA
Q4 2004,43944.325,CA
Q3 2004,57780.81264,CA
Q2 2004,47433.71785,CA
Q1 2004,45621.49951,CA
Q4 2003,46516.573,CA
Q3 2003,58747.738,CA
Q2 2003,45727.938,CA
Q1 2003,41796.293,CA
Q4 2002,41514.717,CA
Q3 2002,55386.423,CA
Q2 2002,44273.665,CA
Q1 2002,43035.231,CA
Q4 2001,44006.233,CA
Q3 2001,56954.628,CA
Q2 2001,50787.299,CA
Q1 2001,46847.912,CA
Q4 2019,106699.0366,MAT
Q3 2019,122766.2074,MAT
Q2 2019,98536.06867,MAT
Q1 2019,107154.2257,MAT
Q4 2018,102276.6774,MAT
Q3 2018,119407.2969,MAT
Q2 2018,98600.03686,MAT
Q1 2018,102655.9196,MAT
Q4 2017,103567.7732,MAT
Q3 2017,115310.9989,MAT
Q2 2017,96918.5196,MAT
Q1 2017,101551.6012,MAT
Q4 2016,101607.2312,MAT
Q3 2016,123304.7578,MAT
Q2 2016,98866.72866,MAT
Q1 2016,103316.3023,MAT
Q4 2015,100014.5384,MAT
Q3 2015,118015.8342,MAT
Q2 2015,99461.60658,MAT
Q1 2015,110316.8923,MAT
Q4 2014,104583.7161,MAT
Q3 2014,111328.7972,MAT
Q2 2014,99995.01756,MAT
Q1 2014,110324.1225,MAT
Q4 2013,100892.2038,MAT
Q3 2013,115040.7089,MAT
Q2 2013,101995.6188,MAT
Q1 2013,109724.8707,MAT
Q4 2012,99284.18394,MAT
Q3 2012,119381.3184,MAT
Q2 2012,100602.8665,MAT
Q1 2012,105182.9982,MAT
Q4 2011,104395.9564,MAT
Q3 2011,119336.4867,MAT
Q2 2011,101365.9576,MAT
Q1 2011,104390.7647,MAT
Q4 2010,106276.6572,MAT
Q3 2010,120935.5119,MAT
Q2 2010,102026.4647,MAT
Q1 2010,103157.8196,MAT
Q4 2009,100738.4676,MAT
Q3 2009,111441.3114,MAT
Q2 2009,97375.29059,MAT
Q1 2009,104902.8627,MAT
Q4 2008,104071.0644,MAT
Q3 2008,116057.2937,MAT
Q2 2008,100634.4329,MAT
Q1 2008,105585.023,MAT
Q4 2007,102971.6525,MAT
Q3 2007,120549.0197,MAT
Q2 2007,104951.5221,MAT
Q1 2007,106166.0783,MAT
Q4 2006,99994.17966,MAT
Q3 2006,119610.2266,MAT
Q2 2006,100975.6372,MAT
Q1 2006,101197.122,MAT
Q4 2005,101191.6889,MAT
Q3 2005,122640.36,MAT
Q2 2005,98863.37722,MAT
Q1 2005,102832.7006,MAT
Q4 2004,96236.89326,MAT
Q3 2004,110123.3372,MAT
Q2 2004,98568.43344,MAT
Q1 2004,103576.9723,MAT
Q4 2003,97448.245,MAT
Q3 2003,108840.082,MAT
Q2 2003,93644.677,MAT
Q1 2003,101459.174,MAT
Q4 2002,99977.407,MAT
Q3 2002,114914.046,MAT
Q2 2002,95812.512,MAT
Q1 2002,94779.984,MAT
Q4 2001,94750.449,MAT
Q3 2001,107971.992,MAT
Q2 2001,95276.81,MAT
Q1 2001,101913.155,MAT
Q4 2019,138583.0791,ENC
Q3 2019,156856.8792,ENC
Q2 2019,135990.5901,ENC
Q1 2019,151962.3092,ENC
Q4 2018,148102.3259,ENC
Q3 2018,163137.2082,ENC
Q2 2018,141735.4305,ENC
Q1 2018,156446.6113,ENC
Q4 2017,146916.4828,ENC
Q3 2017,152370.4914,ENC
Q2 2017,136045.0288,ENC
Q1 2017,144164.5851,ENC
Q4 2016,139375.5819,ENC
Q3 2016,163869.5534,ENC
Q2 2016,136700.7796,ENC
Q1 2016,145112.7538,ENC
Q4 2015,137574.2304,ENC
Q3 2015,160574.2885,ENC
Q2 2015,139638.8248,ENC
Q1 2015,161445.606,ENC
Q4 2014,148912.0097,ENC
Q3 2014,160026.6961,ENC
Q2 2014,145226.146,ENC
Q1 2014,165732.6097,ENC
Q4 2013,156222.8958,ENC
Q3 2013,163528.1707,ENC
Q2 2013,144940.3362,ENC
Q1 2013,157381.775,ENC
Q4 2012,146608.2239,ENC
Q3 2012,167406.1585,ENC
Q2 2012,147655.6404,ENC
Q1 2012,152245.7863,ENC
Q4 2011,147271.715,ENC
Q3 2011,175429.0881,ENC
Q2 2011,147267.242,ENC
Q1 2011,159707.752,ENC
Q4 2010,156038.3632,ENC
Q3 2010,178419.8863,ENC
Q2 2010,151935.9078,ENC
Q1 2010,159602.2283,ENC
Q4 2009,153314.9922,ENC
Q3 2009,158285.7699,ENC
Q2 2009,140402.601,ENC
Q1 2009,155783.1649,ENC
Q4 2008,160806.0721,ENC
Q3 2008,175280.9836,ENC
Q2 2008,156961.0856,ENC
Q1 2008,167818.9422,ENC
Q4 2007,162679.31,ENC
Q3 2007,181265.4347,ENC
Q2 2007,156985.4441,ENC
Q1 2007,167824.6021,ENC
Q4 2006,161721.8051,ENC
Q3 2006,177851.2447,ENC
Q2 2006,153327.3407,ENC
Q1 2006,159647.0123,ENC
Q4 2005,165451.6563,ENC
Q3 2005,183371.5755,ENC
Q2 2005,156124.687,ENC
Q1 2005,159964.5572,ENC
Q4 2004,161046.3155,ENC
Q3 2004,168698.6455,ENC
Q2 2004,156022.7492,ENC
Q1 2004,161238.5722,ENC
Q4 2003,156615.648,ENC
Q3 2003,171184.408,ENC
Q2 2003,144107.177,ENC
Q1 2003,160143.856,ENC
Q4 2002,156433.337,ENC
Q3 2002,179364.438,ENC
Q2 2002,151701.967,ENC
Q1 2002,149552.228,ENC
Q4 2001,147507.709,ENC
Q3 2001,164652.283,ENC
Q2 2001,147256.935,ENC
Q1 2001,155272.88,ENC
Q4 2019,10077.47748,UT
Q3 2019,10713.39349,UT
Q2 2019,7967.78626,UT
Q1 2019,10430.42532,UT
Q4 2018,11028.11709,UT
Q3 2018,11996.78353,UT
Q2 2018,7932.37837,UT
Q1 2018,8418.14529,UT
Q4 2017,9722.6002,UT
Q3 2017,10968.39823,UT
Q2 2017,8057.85492,UT
Q1 2017,8663.02288,UT
Q4 2016,10017.57728,UT
Q3 2016,11001.1192,UT
Q2 2016,8274.67737,UT
Q1 2016,8840.55415,UT
Q4 2015,9852.17969,UT
Q3 2015,11553.66002,UT
Q2 2015,10205.55439,UT
Q1 2015,10337.72621,UT
Q4 2014,11054.18332,UT
Q3 2014,12337.51876,UT
Q2 2014,9988.19711,UT
Q1 2014,10404.6267,UT
Q4 2013,11196.99381,UT
Q3 2013,11479.46963,UT
Q2 2013,9716.63449,UT
Q1 2013,10123.65289,UT
Q4 2012,10208.71452,UT
Q3 2012,11067.04702,UT
Q2 2012,9136.30183,UT
Q1 2012,8990.8974,UT
Q4 2011,10211.43317,UT
Q3 2011,11553.96182,UT
Q2 2011,9402.71367,UT
Q1 2011,9668.04135,UT
Q4 2010,9087.05795,UT
Q3 2010,11456.71706,UT
Q2 2010,10885.48821,UT
Q1 2010,10820.09139,UT
Q4 2009,10936.77539,UT
Q3 2009,11510.80361,UT
Q2 2009,10032.9618,UT
Q1 2009,11062.40479,UT
Q4 2008,11743.17694,UT
Q3 2008,12384.51696,UT
Q2 2008,10835.2109,UT
Q1 2008,11615.85784,UT
Q4 2007,11763.30715,UT
Q3 2007,12136.27944,UT
Q2 2007,9909.87274,UT
Q1 2007,11563.11539,UT
Q4 2006,10619.08353,UT
Q3 2006,11197.6025,UT
Q2 2006,9346.4261,UT
Q1 2006,10100.21178,UT
Q4 2005,9759.25335,UT
Q3 2005,10159.45104,UT
Q2 2005,9318.90322,UT
Q1 2005,8927.52326,UT
Q4 2004,9946.45978,UT
Q3 2004,9983.89441,UT
Q2 2004,9649.39716,UT
Q1 2004,8632.22612,UT
Q4 2003,9520.055,UT
Q3 2003,10338.107,UT
Q2 2003,9448.746,UT
Q1 2003,8716.759,UT
Q4 2002,9256.55,UT
Q3 2002,9792.15,UT
Q2 2002,8744.871,UT
Q1 2002,8814.433,UT
Q4 2001,9242.143,UT
Q3 2001,9745.649,UT
Q2 2001,8677.555,UT
Q1 2001,8188.403,UT
Q4 2019,3148.02051,SD
Q3 2019,3015.82181,SD
Q2 2019,3230.37722,SD
Q1 2019,3218.49524,SD
Q4 2018,3505.56134,SD
Q3 2018,3076.28062,SD
Q2 2018,3086.15096,SD
Q1 2018,2948.40276,SD
Q4 2017,2706.45317,SD
Q3 2017,2549.24252,SD
Q2 2017,3046.78903,SD
Q1 2017,2633.23413,SD
Q4 2016,2765.49578,SD
Q3 2016,3134.13517,SD
Q2 2016,2720.64958,SD
Q1 2016,2903.90319,SD
Q4 2015,2461.07011,SD
Q3 2015,2590.61592,SD
Q2 2015,2123.98864,SD
Q1 2015,2457.35787,SD
Q4 2014,3063.46074,SD
Q3 2014,2973.43047,SD
Q2 2014,2578.51928,SD
Q1 2014,2379.82929,SD
Q4 2013,2615.09995,SD
Q3 2013,2896.95522,SD
Q2 2013,2183.73735,SD
Q1 2013,2413.09397,SD
Q4 2012,2744.95773,SD
Q3 2012,3457.85735,SD
Q2 2012,2726.20968,SD
Q1 2012,2544.37222,SD
Q4 2011,2611.46392,SD
Q3 2011,3509.36995,SD
Q2 2011,3361.11601,SD
Q1 2011,2516.93562,SD
Q4 2010,2876.55349,SD
Q3 2010,3184.88124,SD
Q2 2010,2070.37778,SD
Q1 2010,1917.82363,SD
Q4 2009,2008.87134,SD
Q3 2009,2579.91435,SD
Q2 2009,1913.34141,SD
Q1 2009,1694.40391,SD
Q4 2008,1755.66054,SD
Q3 2008,2081.71426,SD
Q2 2008,1471.34268,SD
Q1 2008,1773.95406,SD
Q4 2007,1047.90762,SD
Q3 2007,2150.06015,SD
Q2 2007,1382.85279,SD
Q1 2007,1555.78394,SD
Q4 2006,1518.91816,SD
Q3 2006,2388.03669,SD
Q2 2006,1625.64623,SD
Q1 2006,1599.64192,SD
Q4 2005,1415.93313,SD
Q3 2005,2015.23019,SD
Q2 2005,1372.90349,SD
Q1 2005,1716.7022,SD
Q4 2004,1458.7328,SD
Q3 2004,2082.52788,SD
Q2 2004,2157.13668,SD
Q1 2004,1811.81664,SD
Q4 2003,1746.342,SD
Q3 2003,2435.56,SD
Q2 2003,2028.374,SD
Q1 2003,1733.561,SD
Q4 2002,1676.215,SD
Q3 2002,2276.295,SD
Q2 2002,2072.639,SD
Q1 2002,1696.809,SD
Q4 2001,1837.88,SD
Q3 2001,2315.458,SD
Q2 2001,1445.785,SD
Q1 2001,1801.62,SD
Q4 2019,25625.70602,AZ
Q3 2019,35269.64917,AZ
Q2 2019,26262.83904,AZ
Q1 2019,26129.73167,AZ
Q4 2018,26662.52213,AZ
Q3 2018,35741.8541,AZ
Q2 2018,26135.4033,AZ
Q1 2018,23385.36457,AZ
Q4 2017,24907.56821,AZ
Q3 2017,33436.57202,AZ
Q2 2017,25737.58212,AZ
Q1 2017,21770.04269,AZ
Q4 2016,24066.11031,AZ
Q3 2016,34671.9208,AZ
Q2 2016,26604.26495,AZ
Q1 2016,23421.15325,AZ
Q4 2015,26356.27329,AZ
Q3 2015,36360.15135,AZ
Q2 2015,27389.72153,AZ
Q1 2015,23035.90152,AZ
Q4 2014,25728.87993,AZ
Q3 2014,35377.07671,AZ
Q2 2014,26567.06449,AZ
Q1 2014,24584.16633,AZ
Q4 2013,25585.24569,AZ
Q3 2013,35630.66936,AZ
Q2 2013,27903.53096,AZ
Q1 2013,24206.54011,AZ
Q4 2012,24435.07982,AZ
Q3 2012,33304.75921,AZ
Q2 2012,27386.84024,AZ
Q1 2012,25778.31432,AZ
Q4 2011,25442.19963,AZ
Q3 2011,33566.78724,AZ
Q2 2011,24905.49141,AZ
Q1 2011,24210.87862,AZ
Q4 2010,26978.05446,AZ
Q3 2010,34690.88062,AZ
Q2 2010,25848.82216,AZ
Q1 2010,24233.20022,AZ
Q4 2009,25796.13195,AZ
Q3 2009,35080.46498,AZ
Q2 2009,25800.26084,AZ
Q1 2009,25294.39247,AZ
Q4 2008,27048.08884,AZ
Q3 2008,35922.41246,AZ
Q2 2008,28422.72811,AZ
Q1 2008,28065.94298,AZ
Q4 2007,26300.35774,AZ
Q3 2007,34507.24175,AZ
Q2 2007,27877.91776,AZ
Q1 2007,24655.45302,AZ
Q4 2006,26072.21914,AZ
Q3 2006,32202.76764,AZ
Q2 2006,23481.80288,AZ
Q1 2006,22635.73862,AZ
Q4 2005,24435.78828,AZ
Q3 2005,31088.93067,AZ
Q2 2005,24108.83371,AZ
Q1 2005,21845.10168,AZ
Q4 2004,23026.11002,AZ
Q3 2004,30667.38343,AZ
Q2 2004,26021.58071,AZ
Q1 2004,24849.0689,AZ
Q4 2003,22126.331,AZ
Q3 2003,29013.246,AZ
Q2 2003,21513.937,AZ
Q1 2003,21742.704,AZ
Q4 2002,23430.733,AZ
Q3 2002,25929.447,AZ
Q2 2002,22874.152,AZ
Q1 2002,21897.331,AZ
Q4 2001,20936.845,AZ
Q3 2001,24158.2,AZ
Q2 2001,23299.763,AZ
Q1 2001,21516.464,AZ
Q4 2019,24581.55665,IN
Q3 2019,27360.05862,IN
Q2 2019,23460.91755,IN
Q1 2019,27491.17164,IN
Q4 2018,28604.81228,IN
Q3 2018,29485.36807,IN
Q2 2018,27241.1093,IN
Q1 2018,28128.42127,IN
Q4 2017,26257.10125,IN
Q3 2017,26030.47945,IN
Q2 2017,21361.89337,IN
Q1 2017,25280.34441,IN
Q4 2016,24918.60899,IN
Q3 2016,27456.67814,IN
Q2 2016,23509.32849,IN
Q1 2016,25874.44333,IN
Q4 2015,23259.98425,IN
Q3 2015,27957.2524,IN
Q2 2015,24097.47064,IN
Q1 2015,28704.56749,IN
Q4 2014,26641.95757,IN
Q3 2014,28939.42491,IN
Q2 2014,27266.49684,IN
Q1 2014,32547.51247,IN
Q4 2013,28005.96154,IN
Q3 2013,29369.20348,IN
Q2 2013,25688.9466,IN
Q1 2013,27339.36549,IN
Q4 2012,27994.81851,IN
Q3 2012,30912.55943,IN
Q2 2012,27267.11339,IN
Q1 2012,28521.23795,IN
Q4 2011,29237.30416,IN
Q3 2011,33602.75645,IN
Q2 2011,28049.78611,IN
Q1 2011,31241.56726,IN
Q4 2010,31241.91214,IN
Q3 2010,34155.77904,IN
Q2 2010,28359.86736,IN
Q1 2010,31423.18035,IN
Q4 2009,28578.98528,IN
Q3 2009,29341.53685,IN
Q2 2009,27864.34638,IN
Q1 2009,30885.41135,IN
Q4 2008,31471.33844,IN
Q3 2008,34840.85062,IN
Q2 2008,30708.84787,IN
Q1 2008,32489.25706,IN
Q4 2007,31176.87151,IN
Q3 2007,35011.26284,IN
Q2 2007,30685.85665,IN
Q1 2007,33764.00751,IN
Q4 2006,32065.62107,IN
Q3 2006,34976.9982,IN
Q2 2006,31603.02472,IN
Q1 2006,31844.14367,IN
Q4 2005,31599.60942,IN
Q3 2005,35571.7563,IN
Q2 2005,31008.47883,IN
Q1 2005,32191.72797,IN
Q4 2004,32143.2872,IN
Q3 2004,32986.93483,IN
Q2 2004,30562.80228,IN
Q1 2004,32077.37145,IN
Q4 2003,29846.152,IN
Q3 2003,33416.86,IN
Q2 2003,29615.177,IN
Q1 2003,32010.028,IN
Q4 2002,31115.279,IN
Q3 2002,35427.359,IN
Q2 2002,29070.61,IN
Q1 2002,29994.896,IN
Q4 2001,29717.857,IN
Q3 2001,33578.67,IN
Q2 2001,28714.35,IN
Q1 2001,30558.793,IN
Q4 2019,82789.40252,ESC
Q3 2019,105052.7462,ESC
Q2 2019,85356.35363,ESC
Q1 2019,88192.17283,ESC
Q4 2018,83481.53703,ESC
Q3 2018,104661.972,ESC
Q2 2018,90662.55788,ESC
Q1 2018,90085.1115,ESC
Q4 2017,83937.17498,ESC
Q3 2017,98541.71824,ESC
Q2 2017,86092.82689,ESC
Q1 2017,83345.58458,ESC
Q4 2016,83007.70654,ESC
Q3 2016,106353.5552,ESC
Q2 2016,86216.41927,ESC
Q1 2016,89302.84657,ESC
Q4 2015,83477.94829,ESC
Q3 2015,103867.3688,ESC
Q2 2015,90339.12348,ESC
Q1 2015,98309.15652,ESC
Q4 2014,89042.55876,ESC
Q3 2014,100739.972,ESC
Q2 2014,88111.26461,ESC
Q1 2014,96977.06498,ESC
Q4 2013,87426.09191,ESC
Q3 2013,99862.28561,ESC
Q2 2013,90067.32324,ESC
Q1 2013,95420.12765,ESC
Q4 2012,88953.83724,ESC
Q3 2012,106858.0806,ESC
Q2 2012,91356.20895,ESC
Q1 2012,87968.80845,ESC
Q4 2011,89228.95399,ESC
Q3 2011,108213.043,ESC
Q2 2011,92364.42567,ESC
Q1 2011,97558.5742,ESC
Q4 2010,90691.05416,ESC
Q3 2010,107180.1901,ESC
Q2 2010,90861.85038,ESC
Q1 2010,98470.9605,ESC
Q4 2009,88137.43968,ESC
Q3 2009,95828.05334,ESC
Q2 2009,87379.2375,ESC
Q1 2009,90959.6245,ESC
Q4 2008,89959.8192,ESC
Q3 2008,103407.3323,ESC
Q2 2008,92362.33318,ESC
Q1 2008,96872.77427,ESC
Q4 2007,89870.31273,ESC
Q3 2007,109607.5687,ESC
Q2 2007,92976.5082,ESC
Q1 2007,93754.29528,ESC
Q4 2006,93394.70196,ESC
Q3 2006,106909.0985,ESC
Q2 2006,90925.81607,ESC
Q1 2006,88597.78796,ESC
Q4 2005,89932.88591,ESC
Q3 2005,106286.6406,ESC
Q2 2005,91108.03883,ESC
Q1 2005,90628.0533,ESC
Q4 2004,91132.56332,ESC
Q3 2004,101114.5823,ESC
Q2 2004,90649.29992,ESC
Q1 2004,90245.42748,ESC
Q4 2003,88135.459,ESC
Q3 2003,101196.761,ESC
Q2 2003,84255.155,ESC
Q1 2003,87988.734,ESC
Q4 2002,86571.278,ESC
Q3 2002,100933.666,ESC
Q2 2002,89401.871,ESC
Q1 2002,87125.654,ESC
Q4 2001,89502.919,ESC
Q3 2001,104079.466,ESC
Q2 2001,88025.652,ESC
Q1 2001,88823.125,ESC
Q4 2019,56120.08884,PA
Q3 2019,64054.46523,PA
Q2 2019,52215.74615,PA
Q1 2019,58854.28579,PA
Q4 2018,52826.68251,PA
Q3 2018,59108.24289,PA
Q2 2018,49961.93945,PA
Q1 2018,53488.96506,PA
Q4 2017,54200.83648,PA
Q3 2017,57904.43689,PA
Q2 2017,48882.76583,PA
Q1 2017,52651.25934,PA
Q4 2016,52122.25125,PA
Q3 2016,61759.92767,PA
Q2 2016,49138.5443,PA
Q1 2016,52045.78617,PA
Q4 2015,48817.62764,PA
Q3 2015,57913.45497,PA
Q2 2015,49463.88719,PA
Q1 2015,58377.32142,PA
Q4 2014,53659.48173,PA
Q3 2014,56285.49811,PA
Q2 2014,53301.35317,PA
Q1 2014,57812.03248,PA
Q4 2013,52841.35926,PA
Q3 2013,59373.40628,PA
Q2 2013,54222.88279,PA
Q1 2013,60347.98214,PA
Q4 2012,54068.57721,PA
Q3 2012,60792.98487,PA
Q2 2012,51470.66392,PA
Q1 2012,57087.48948,PA
Q4 2011,55501.46909,PA
Q3 2011,62404.95756,PA
Q2 2011,53178.91391,PA
Q1 2011,56229.38181,PA
Q4 2010,58346.02583,PA
Q3 2010,62147.85172,PA
Q2 2010,53693.1141,PA
Q1 2010,55565.31451,PA
Q4 2009,53247.48064,PA
Q3 2009,58503.26089,PA
Q2 2009,51894.66812,PA
Q1 2009,55850.73391,PA
Q4 2008,55420.02681,PA
Q3 2008,58672.53043,PA
Q2 2008,52472.73618,PA
Q1 2008,55785.63132,PA
Q4 2007,54164.81178,PA
Q3 2007,61675.11571,PA
Q2 2007,55646.67793,PA
Q1 2007,54601.73483,PA
Q4 2006,52801.62763,PA
Q3 2006,60070.5454,PA
Q2 2006,53132.09906,PA
Q1 2006,52807.32256,PA
Q4 2005,51800.62416,PA
Q3 2005,60762.4996,PA
Q2 2005,51573.38374,PA
Q1 2005,53954.61761,PA
Q4 2004,52086.39459,PA
Q3 2004,56514.45484,PA
Q2 2004,51862.21268,PA
Q1 2004,54195.43867,PA
Q4 2003,51223.186,PA
Q3 2003,54840.56,PA
Q2 2003,48607.749,PA
Q1 2003,51678.018,PA
Q4 2002,52414.701,PA
Q3 2002,55631.078,PA
Q2 2002,48394.667,PA
